content,score,at,app
wow,5,2025-07-24 09:24:20,Shopee
perhantaran pantas dan saya selalu dapat free shipping hehe..tq shoppe,5,2025-07-24 09:07:01,Shopee
i very love shopee 😻 but can y'all make touch n go for malay user tq hehehe ☹️😞😞,5,2025-07-24 08:50:56,Shopee
Senang cari apa kita nak.... 5⭐,5,2025-07-24 08:49:29,Shopee
awesome,5,2025-07-24 08:44:29,Shopee
good,5,2025-07-24 08:36:10,Shopee
amazing fast deliver ❤️❤️❤️❤️❤️,5,2025-07-24 07:26:17,Shopee
good and fast service..,5,2025-07-24 07:13:44,Shopee
"good app,and got many discount,and can pay monthly",5,2025-07-24 07:10:07,Shopee
I can't use my Shopee pay balance 💰 ! 🕊Many things without free shipping c o d 🌹 Very messy ☁ hazy very bad traffic and supervision here today ! 🕊 I only rate 5 🌟 for me and some beautiful 🌹 quality products 🌈 ! 🌷,1,2025-07-24 07:06:34,Shopee
cheap price platform,5,2025-07-24 06:57:27,Shopee
very bad service of this app i pay my order with debit product is not working i return that product but didn't receive my payment have done 2 month i try so many time talk to with shopee agent send all screenshot short but not have any answers there very disappointed lazada app is better than shopee app I'm just request please return my money 💰 of refund orders,1,2025-07-24 06:41:07,Shopee
Good service and reliable and safe so far.,5,2025-07-24 06:41:05,Shopee
shopee memudahkan pengguna untuk membeli hampir semua barangan keperluan dan kehendak...9.5/10....it's far greater than LAZADA,5,2025-07-24 06:37:15,Shopee
good,5,2025-07-24 06:12:41,Shopee
TERBAIKK,5,2025-07-24 06:11:24,Shopee
Excellent...Perfect...Completed,5,2025-07-24 06:05:07,Shopee
app keep closing.got error have bugs and ask to try after the developer fix the bug. fix the bugs man. I'm just trying to order food.smh🤦‍♂️,1,2025-07-24 06:03:00,Shopee
Fast delivery and well packed. Product is exactly as described. Good quality and affordable price. Highly recommended seller. Will repeat order again. Thank you Shopee and seller!,5,2025-07-24 05:07:29,Shopee
great shopping apps,5,2025-07-24 04:33:28,Shopee
good service. Keep it up,5,2025-07-24 04:20:29,Shopee
"alright, my problem fixed, just need to update my phone system but i hope there's no issues in the near future",5,2025-07-24 04:08:29,Shopee
good,5,2025-07-24 03:29:52,Shopee
safe and trustful,5,2025-07-24 03:18:30,Shopee
Its so much better and cheaper than another platform . Its also hassle free when item is damaged etc and the pickup is on the dot. Refund is fast unlike another platform,5,2025-07-24 03:08:51,Shopee
"servis bagus,barang ok cuma kadang kadang ada seller yg order corak lain terima corak lain",4,2025-07-24 03:07:50,Shopee
Baik nya membeli di Shoppe .. barang di hantar sampai pintu rumah. Sangat Terbaik... saya suka 👍,5,2025-07-24 02:35:19,Shopee
"SHOPEE TOLONG BACA. JANGAN BUAT TAK TAU SAHAJA. saya tak suka function bila saya klik product nak beli, dia jadi macam tiktok. bising pulak dengan lagu lagu DAN VIDEO. ini mengganggu pertimbangan saya nak beli barang. buat macam biasa buleh dok? Saya akan tukar platform lain jika tak setel",1,2025-07-23 23:00:59,Shopee
the auto adjust lower volume when viewing live is impacting phone's media overall volume. pls correct this to only impact shopee app. tq,1,2025-07-23 22:42:30,Shopee
good,5,2025-07-23 17:37:06,Shopee
best app for shopping,5,2025-07-23 16:39:55,Shopee
"Kalau loyalty, saya akan dpt scan mana2 kedai lagi.. Kes complain depa, saya terus XDapat guna Spaylater.. Jgn risau, my mom lhdn will watch u.. 😂😂😂",1,2025-07-23 16:37:48,Shopee
good,5,2025-07-23 16:36:28,Shopee
for today review im happy!,5,2025-07-23 16:32:08,Shopee
setakan ni beli barang tak pernah kena scam👍🏻,5,2025-07-23 15:45:31,Shopee
Good,5,2025-07-23 15:07:41,Shopee
good,5,2025-07-23 14:16:25,Shopee
"It's a bit annoying when opening the apps, it's straight show you live streaming video or video of sellers. i get it, but if i wanted to see their live show, let me find them myself. sometimes, the streaming affects the app's usage experience.",3,2025-07-23 13:28:20,Shopee
that super,5,2025-07-23 12:52:58,Shopee
easy for shopping,5,2025-07-23 12:41:28,Shopee
"Shopee app has become increasingly frustrating to use. Product listings on the main page now automatically play videos when clicked, and the app defaults to the live streams tab every time it’s opened. I just want a straightforward shopping experience, not loud videos and streams forced on me. I use Shopee quite a bit, but may consider moving platforms if this persists.",2,2025-07-23 12:12:01,Shopee
"WHEN I open the app, I hate that the app load video marketing. I am uninstalling this app, after I get my next delivery. You don't jam your videos into my app and eat my data. I don't appreciate it. And don't give me fake caring tone, asking me to write to your email to tell you the issue. I am telling you here. Stop spamming my app.",1,2025-07-23 12:03:20,Shopee
Cannot perform item searching without login user account at web browser. Make the usage experience extremely poor and inconvenient. Switching to other online platform which is more user friendly.,1,2025-07-23 11:30:11,Shopee
useful,5,2025-07-23 11:27:47,Shopee
Make my life easier 👍🏽👍🏽,5,2025-07-23 11:15:27,Shopee
Hate the update where its auto playing video. just take me home,1,2025-07-23 11:13:17,Shopee
item not received. refund not granted. sybau,1,2025-07-23 10:53:15,Shopee
Merchandise received as ordered. Superfast delivery.,5,2025-07-23 10:38:04,Shopee
The best shop..,5,2025-07-23 10:12:46,Shopee
God bless you and your shopee,5,2025-07-23 10:00:37,Shopee
Good,5,2025-07-23 09:59:14,Shopee
good product and reasonable price,5,2025-07-23 09:56:49,Shopee
beli set meja makan. sepatutnya kerusi 8 sampai 6,2,2025-07-23 09:16:25,Shopee
"selamo den memboli dengan shopi ni haa, ponah jugaklah kecewo. sobab eh, barang yg diterimo tu, xsamo dongan yg di order. tapi, bilo xsamo, xdo masalah do. ekau pi jo tokan refund, komen sikit pasal apo. pastu, inshaa Allah dapek balik duit ekau tu. tapi, jgn lah lupo pulang balik barang eh tu. nnt berdoso. posan den, bilo dah dapek tu, jgn teruih tokan receive. guno dulu dan bilo dah pueh hati, baru receive dan bagi komen. tu bagi den lah. mano yg scammer tu, report jo. xdo masalah.",5,2025-07-23 08:27:10,Shopee
excellent program helping getting goods at good price,5,2025-07-23 08:13:38,Shopee
good,5,2025-07-23 08:13:23,Shopee
Memudahkan kehidupan seharian...🤭🤭🤭,5,2025-07-23 08:10:40,Shopee
Layanan yg bagus,5,2025-07-23 07:55:12,Shopee
"Below issue solved 😄! That's because due to 10% low battery phone. --- Hi Shopee person-in-charge, I'm unable to use shopee after latest update. Before update shopee, I found out that I'm unable to use [chat with shopee], blank white. After update, To pay, To Ship, To Receive, To Rate all blank white.",5,2025-07-23 07:32:46,Shopee
good,1,2025-07-23 06:43:35,Shopee
good,5,2025-07-23 06:19:44,Shopee
good choice,5,2025-07-23 05:49:04,Shopee
Very good,5,2025-07-23 05:48:25,Shopee
very usefull app that had everything i need.,5,2025-07-23 05:22:33,Shopee
"Fast delivery,but some seller sent the wrong item and preferred to give the cash voucher to purchase again even though the product is still available. Best Advice for those sellers:- If possible the seller will check the product before the courier out. The buyer needs to return the stock back & manage our time too. Thank you 🙏🏻🙂‍↕️",3,2025-07-23 05:21:17,Shopee
"i don't really like shopee now, complicated to choose shipping method especially for Sabah and Sarawak.. and expensive shipping.. i will stop using it",1,2025-07-23 05:18:11,Shopee
good,5,2025-07-23 05:17:36,Shopee
Shoppe delivery staff do not respond to customers' messages to them enquiring about what time of delivery after customers received messages that items are out for delivery already. The delivery staff expect customers to wait whole day for them!,2,2025-07-23 05:14:05,Shopee
"Shopeefood - Please add a ""Confirm Order Received"" button for merchants before sending orders to riders. Also, give merchants a ""Reject Order"" option or auto-cancel if there's no response within a set time. This prevents cases where riders arrive to closed shops or unavailable food, saving our time and fuel. These changes can improve efficiency and reduce frustration for both riders and customers.",2,2025-07-23 04:58:38,Shopee
"SEDIH,KENA SCAM,BELI HAMMER DRILL SET,YANG DAPAT HANYA PARCEL KOSONG,MINTA REFUND UNTUK PARCEL KOSONG ITU,DAH BAGI BANYAK BUKTI BERGAMBAR DAN VIDEO,TAPI PIHAK SHOPEE TIDAK MEMPERCAYAI,HATI HATI SEMUA,SUDAH 3 KALI BUAT PERMOHONAN,TAPI DI TOLAK..ALSAN BUKTI TIDAK MENGCUKUPI,SHOPEE TIDAK BERTANGGUNGJAWAB",1,2025-07-23 04:39:39,Shopee
njg banyak betul iklan kau,1,2025-07-23 04:27:12,Shopee
Good,5,2025-07-23 04:22:24,Shopee
good one,4,2025-07-23 04:03:50,Shopee
ok la. laju duit aq kluar sbb shoppee ni haghahhaa,5,2025-07-23 03:52:41,Shopee
good,5,2025-07-23 03:42:33,Shopee
This shopee sometime is very lousy. Sometime the place courier covered sometime can't. Lousy. Contact customer service also useless they can't help and can't solve the problem too. Surface asking alot but didn't solve the problem,1,2025-07-23 03:25:15,Shopee
using this platform so may years..trusted..and if have problem..they can settle it.no worries..,5,2025-07-23 03:06:46,Shopee
Wide range of products and good deals. Delivery speed varies,5,2025-07-23 02:47:22,Shopee
"Nowadays when open shoppe app, it automatic go to video, very irritating",1,2025-07-23 02:24:05,Shopee
Thanks for make we more easier when do shopping and it very helpful.,5,2025-07-23 01:42:43,Shopee
1st time Lazada customer,3,2025-08-08 02:23:01,Lazada
daming free shipping,5,2025-08-08 02:20:51,Lazada
good,5,2025-08-08 02:17:03,Lazada
awesome app,5,2025-08-08 02:09:30,Lazada
nice,1,2025-08-08 02:06:03,Lazada
very satisfying,5,2025-08-08 01:53:13,Lazada
lazada is great app that give you convenient place to shop.,5,2025-08-08 00:59:13,Lazada
superb,5,2025-08-08 00:55:37,Lazada
it's ok,4,2025-08-08 00:53:16,Lazada
nice,5,2025-08-08 00:42:24,Lazada
Daming voucher hehe,5,2025-08-08 00:39:55,Lazada
very good,5,2025-08-08 00:37:04,Lazada
"full with ads and they will spam your notification with it. they also try to be cheeky about it and titled the ads ""system update"", ""parcel missing"" etc",1,2025-08-08 00:08:49,Lazada
no hesitation here... orryt,5,2025-08-07 23:53:59,Lazada
their CSR is not knowledgeable regarding the concern . live agent and emails is not working not knowledgeable unlike shopee and tiktok,1,2025-08-07 23:46:59,Lazada
good,5,2025-08-07 23:37:25,Lazada
offer great value for money!,5,2025-08-07 23:35:18,Lazada
papaipunin ka ng lazrewards tapos di sayo ipapagamit...Oc01 error gagawin,1,2025-08-07 23:33:26,Lazada
easy to cancel and all item are good quality,5,2025-08-07 23:27:43,Lazada
good shopping app,5,2025-08-07 23:23:23,Lazada
great app for shopping great customer service,5,2025-08-07 23:19:50,Lazada
thanks Lazada Philippines,5,2025-08-07 22:59:20,Lazada
👍,5,2025-08-07 22:55:03,Lazada
never once fail on delivery and good quality!,5,2025-08-07 22:53:33,Lazada
new user ang daming mura🥰,5,2025-08-07 22:43:34,Lazada
really great app,5,2025-08-07 22:37:32,Lazada
amazing 👏,5,2025-08-07 22:28:18,Lazada
it's been how many days since I tried to order something it's been how many days already yet it's still in transit,3,2025-08-07 22:10:03,Lazada
ok,5,2025-08-07 22:04:01,Lazada
very good,5,2025-08-07 21:42:56,Lazada
3 muna ksi hindi kupa naka rating order ko gusto ko subukan muna bago ako mag bigay ng 5 Star kong ok ba,3,2025-08-07 21:39:22,Lazada
ok,1,2025-08-07 21:30:00,Lazada
gods,5,2025-08-07 20:07:36,Lazada
good,4,2025-08-07 19:34:44,Lazada
"Lazada vouchers are free for all, even you collect the vouchers and not used it for a couple of minutes the voucher will suddenly disappeared and there was a not that the vouchers are all redeemed even you collected it first. Fake vouchers.",1,2025-08-07 19:26:07,Lazada
good,4,2025-08-07 19:01:58,Lazada
nice,5,2025-08-07 18:38:20,Lazada
ok,5,2025-08-07 18:18:47,Lazada
Delivery time is very long outside Metro manila. Other apps only take 4-5 days to deliver but lazada takes 8-10 days. Everytime the item is delayed they will just keep changing the delivery date in the app to avoid cashbacks on delayed items. .,1,2025-08-07 17:33:59,Lazada
Good app 👍👍👍,5,2025-08-07 17:18:11,Lazada
"goods are in good condition, very accommodating riders ❤️👍",5,2025-08-07 17:06:30,Lazada
mura ma Manolis pa order na,5,2025-08-07 16:41:32,Lazada
this apps is absolutely great good job,5,2025-08-07 16:38:30,Lazada
very user-friendly,5,2025-08-07 16:35:29,Lazada
Nice,5,2025-08-07 16:30:17,Lazada
Easy as 1 2 3,5,2025-08-07 16:14:43,Lazada
great 👍👍,5,2025-08-07 16:11:47,Lazada
expensive! good quality app,5,2025-08-07 16:09:08,Lazada
"it is abit bad in my opinion. Because if you are a new user and you buy something,then you cancel it,you cannot get your voucher back and it says ""the voucher is for new customers only"" (lazada pls fix this)",1,2025-08-07 16:07:33,Lazada
so good 😊😊😊,5,2025-08-07 16:03:54,Lazada
very nice 👍 😍,5,2025-08-07 15:57:32,Lazada
nice,5,2025-08-07 15:00:06,Lazada
Can't see the option of computer call.... asked help in the chat with the customer care option but still couldn't find the option for computer calling. Disappointing,2,2025-08-07 14:55:27,Lazada
good,5,2025-08-07 14:41:24,Lazada
beli di lazada selalu untung,5,2025-08-07 14:39:47,Lazada
nice app.. easy to manage order delivery so fast,5,2025-08-07 14:26:51,Lazada
very good,5,2025-08-07 14:15:38,Lazada
good products,5,2025-08-07 14:02:24,Lazada
good,5,2025-08-07 13:44:56,Lazada
thank you,5,2025-08-07 13:35:44,Lazada
good,5,2025-08-07 13:30:14,Lazada
good,5,2025-08-07 13:27:46,Lazada
better than shoppe,5,2025-08-07 13:24:46,Lazada
As always,5,2025-08-07 13:02:39,Lazada
Best Online Shopping under One Roof,5,2025-08-07 12:49:42,Lazada
Good,5,2025-08-07 12:45:16,Lazada
Very good,5,2025-08-07 12:38:27,Lazada
happy,5,2025-08-07 12:28:36,Lazada
super cost effective,5,2025-08-07 12:26:45,Lazada
hanter barang saya capat,5,2025-08-07 12:17:32,Lazada
sana all wala na akong pera,4,2025-08-07 12:16:40,Lazada
it's ok,1,2025-08-07 12:11:03,Lazada
Its verry usefull application,5,2025-08-07 12:04:43,Lazada
Good service,5,2025-08-07 10:08:18,Lazada
My acc was ban the second I started to order items like wth it was so random the worst app I tried I will use shopper instead better costumer service less scam products and less inappropriate product,1,2025-08-07 10:06:38,Lazada
Service sucks. OC01 OUT OF NOWHERE!,1,2025-08-07 09:56:56,Lazada
thank you Lazada,5,2025-08-07 09:31:17,Lazada
Good shopping experience,5,2025-08-07 09:04:07,Lazada
very good,5,2025-08-07 08:19:16,Lazada
goof quality,5,2025-08-07 07:44:58,Lazada
good 👍👍,5,2025-08-07 07:32:55,Lazada
Nice apps,5,2025-08-07 07:31:09,Lazada
good,5,2025-08-07 06:42:33,Lazada
"I'll give it a 3 star ✨ for now, bec; it's my first time.",3,2025-08-07 06:36:28,Lazada
"Ladaza is a perfect delivery app, and you can do online shopping here",5,2025-08-07 06:21:14,Lazada
"gak suka, gratis ongkirnya dikit banget",1,2025-08-07 06:20:57,Lazada
Nice,5,2025-08-07 06:07:15,Lazada
Fantastic service.. Thank you,5,2025-08-07 06:02:52,Lazada
best ever,5,2025-08-07 05:56:28,Lazada
ok,5,2025-08-07 05:47:05,Lazada
good,5,2025-08-07 05:40:51,Lazada
great,5,2025-08-07 05:21:24,Lazada
great,5,2025-08-07 05:04:41,Lazada
Unable to install the latest update,1,2025-08-07 04:07:05,Lazada
Yan Lang muna wala PA Yung order,4,2025-08-07 04:06:57,Lazada
"Ang galing po ng mga rider po ninyo 6 parcel ko po kararating lang po sa delivery hub, parcel interrupted agad. kahapon yung rider po ninyo first time palang kasi na sa work ako, Refuse to accept agad at return to sender, 🤣🤣🤣 kakaumay lazada, its time to uninstall na.",2,2025-08-07 03:56:59,Lazada
good,5,2025-08-07 03:54:02,Lazada
vry useful application,5,2025-08-07 03:47:08,Lazada
👍👍👍👍,3,2025-08-07 03:16:43,Lazada
basta lazada maka save ka,5,2025-08-07 03:14:53,Lazada
verry good,5,2025-08-07 02:57:45,Lazada
super easy mag order at magreturn Ng item . mabilis ang transaction and fast delivery ☺️.,5,2025-08-07 02:30:25,Lazada
nise shopping app and 4star for me,4,2025-08-07 02:27:20,Lazada
very helpful to us seniors who wants to avoid crowded malls to shop.,5,2025-08-07 02:18:29,Lazada
good,5,2025-08-07 02:13:34,Lazada
great platform to shop,5,2025-08-07 01:51:34,Lazada
good,4,2025-08-07 01:45:07,Lazada
Very disappointed with the recent Lazada delivery. Delay again delay and no way to tracK the parcel . And no way to make a complaint. The chatbot IS USELESS TOO.,2,2025-08-07 01:27:55,Lazada
Hindi ako na inform na ganito na pla katagal ang delivery ng Lazada!? Na tengga sa Bulacan ang Parcel!,1,2025-08-07 01:02:39,Lazada
galing ng seller reply agad,5,2025-08-07 00:20:42,Lazada
it is good all the time 😊😊,5,2025-08-07 00:18:49,Lazada
i love lazada apps,5,2025-08-07 00:15:37,Lazada
good,5,2025-08-06 23:29:57,Lazada
owk boss,5,2025-08-06 23:17:57,Lazada
good,5,2025-08-06 23:17:51,Lazada
very nice,5,2025-08-06 22:37:00,Lazada
i hate this app it keeps locking my account how will i track my orders now?so useless.,1,2025-08-06 22:36:00,Lazada
aplikasi cocok buat belanja online,5,2025-08-06 22:29:47,Lazada
nice,5,2025-08-06 22:28:35,Lazada
Great deal.,5,2025-08-06 22:02:55,Lazada
the best shoppers,5,2025-08-06 20:48:29,Lazada
Lazada is a good website especially for the electronic items and accessories. I enjoy shopping here.,5,2025-08-06 20:29:32,Lazada
good,5,2025-08-06 19:49:47,Lazada
excellent,5,2025-08-06 19:22:53,Lazada
❤,5,2025-08-06 19:05:19,Lazada
I gave you 5 Star,5,2025-08-06 18:28:59,Lazada
"laggy, search is bonkers, slow at showing results, inaccurate search, hard to use and earn vouchers and points - i get better discounts at shopee, has many scam sellers, does not explain why order was cancelled, hard to reach a live agent and keep the chat open, too much gimmicks and animations, full of marketing stuff, no actual gain. lazada started great. what the hell happened to it now?",1,2025-08-06 18:15:07,Lazada
thank you,5,2025-08-06 17:56:07,Lazada
good,5,2025-08-06 16:43:43,Lazada
the shipping is fast,5,2025-08-06 15:51:39,Lazada
good yes,5,2025-08-06 15:38:51,Lazada
good,5,2025-08-06 15:32:07,Lazada
fantastic,5,2025-08-06 15:19:44,Lazada
nice,5,2025-08-06 15:04:10,Lazada
u lock my acc for no reason i just want to order that type-c to 3.5mm jack adapter yk (2) how can you help when i upset so much for that? i just created new acc then a few sec it was locked and cant set a order,1,2025-08-06 14:59:01,Lazada
good,5,2025-08-06 14:56:36,Lazada
The coins is very good and the game is so so love,5,2025-08-06 14:54:27,Lazada
very good keep it up idolz☺️,5,2025-08-06 14:30:36,Lazada
nice 💯,5,2025-08-06 14:26:59,Lazada
very good thisapp,5,2025-08-06 14:05:29,Lazada
good🥰,5,2025-08-06 13:57:29,Lazada
so cute,5,2025-08-06 12:55:03,Lazada
good,4,2025-08-06 12:52:39,Lazada
nice kaayu,5,2025-08-06 12:45:57,Lazada
nice,5,2025-08-06 12:38:50,Lazada
very nice 👌,5,2025-08-06 12:37:08,Lazada
"Platform e-commerce terburuk se Indonesia 😤 Menyesal menggunakan kembali setelah uninstall sekian tahun.Terjebak pembelian barang yg tak kunjung dikirim, uang bisa kembali tapi masuk saldo dan tdk bisa dipindahkan. Dgn amat sangat terpaksa sekali menggunakan saldo utk pembayaran lain melalui app yg tidak berguna ini.",1,2025-08-06 12:30:12,Lazada
"theres a BUG, and ERROR, antagal ng refund process. 2025 na.",5,2025-08-06 11:35:17,Lazada
"Terrible after sale service and delivery agents always mess up, which resulted in my loss each time. Ridiculous terrible wait and response time from agents and they kept me in limbo and wrong information for days. Ultimately closed the case on their time, without any proper resolution.",1,2025-08-06 11:31:57,Lazada
excellent,5,2025-08-06 11:31:11,Lazada
"The app is very user friendly, easy to navigate, making online shopping a breeze🫰",5,2025-08-06 11:24:20,Lazada
good,5,2025-08-06 11:23:09,Lazada
"i love to use Lazada more than others because parcels are secured and you can file refund if it is stolen, damage or missing even though seller denied it. Lazada is way better in customer service",5,2025-08-06 11:10:46,Lazada
nice,5,2025-08-06 10:56:05,Lazada
good,5,2025-08-06 10:45:46,Lazada
it is good to buy stuff here 🙂🙂,5,2025-08-06 10:38:40,Lazada
lazada locked my account for. o reason and the cash in method is only 2 option which is u ion and Maya only the rest bank cash in is disabled...lazada locked my account there's a huge amount inside.,1,2025-08-06 10:36:37,Lazada
nice,5,2025-08-06 10:23:18,Lazada
good,5,2025-08-06 10:20:01,Lazada
"it keeps telling me that I can't make an account because of ""too many accounts"" but I have never made an account in this phone, so ano sinasabi nyo??? ang panget ng system nyo hahahaha I suggest wag nalang mag download guys",1,2025-08-06 09:56:22,Lazada
"fast delivery,legit than others",5,2025-08-06 09:51:15,Lazada
"what happen Lazada? napakakulelat niyo ngayon sa Delivery, inaabot ng apat na araw? samantala dati 1-2days lng received n ung items. Tapos 1time lng sf voucher? hahaha, dun na ko sa Orange apps everyday may free sf and more vouchers for less, hmp. wala pala kayo.",1,2025-08-06 09:45:58,Lazada
nice,5,2025-08-06 09:19:44,Lazada
sa Lazada mas makakatipid ka at high quality pa po ang kanilang product❤️❤️❤️❤️❤️❤️❤️❤️,5,2025-08-06 09:11:16,Lazada
"""Lazada is my go-to for online shopping. The app is easy to navigate, delivery is always fast, and the prices are consistently competitive. I've never had a problem with an order, and I appreciate the wide selection of products available.""",5,2025-08-06 09:04:29,Lazada
ganda,5,2025-08-06 08:49:10,Lazada
"your courier is slow, very unprofessional. bad business model, you cannot deliver the promise your company has boldly claimed, ""fast delivery"". very disappointing. edit: they even respond in a language I don't understand. And the package is already in my area and it took another week to deliver. Slower than snail. This company is just the worst! and the expected delivery date changes out of nowhere to a later date when the expected date is due. what a deceitful company!! negative star if possibl",1,2025-08-06 08:43:11,Lazada
Lazada is a good ands great shop apps⭐⭐⭐⭐⭐,5,2025-08-06 08:38:00,Lazada
I'm disapointed in this up. Highly recomended,5,2025-08-06 08:32:37,Lazada
"Oder phone tecno, tapi phone lain yang datang.teruklah lazada ni penipu betul",1,2025-08-06 08:30:08,Lazada
To expensive and dont have discount like other apps. Better use shoppe and tiktok shop.,1,2025-08-06 08:07:14,Lazada
good,4,2025-08-06 07:56:54,Lazada
Good 👍,5,2025-08-06 07:14:14,Lazada
good,3,2025-08-06 07:11:38,Lazada
great app,5,2025-08-06 06:36:08,Lazada
saya terlalu gembira barang sangat murah sampai dengan selamat,5,2025-08-06 06:22:23,Lazada
ok 👌👌👌👌👌👌👌👌,5,2025-08-06 06:21:03,Lazada
good,5,2025-08-06 05:58:29,Lazada
nice product,1,2025-08-06 05:58:26,Lazada
maglagay naman sana kayo dito sa amin dito sa ampatuan maguindanao del sur para nman makapag order na kami sa inyo...,5,2025-08-06 05:44:02,Lazada
🥰😘,5,2025-08-06 05:33:12,Lazada
good,5,2025-08-06 05:11:16,Lazada
"I have been getting notifications that Lazada is pasting from my clipboard. Why does the app need to access my clipboard without my permission. This is a HUGE security and privacy risk. Even though I have been an avid user of this app for years, I am in mind to uninstall it now.",1,2025-08-06 05:08:18,Lazada
ok,2,2025-08-06 04:57:25,Lazada
All goods,5,2025-08-06 04:42:53,Lazada
"cuma kurang di customer experience, dimana pembeli tidak bs kasih note",4,2025-08-06 03:49:41,Lazada
ok,3,2025-08-06 03:39:58,Lazada
"This app is scam, trash the worse don't download this app",5,2025-08-06 03:10:26,Lazada
"apps always hang and it needs to be closed and restart almost every.time, if u plan to implement mobile apps, perhaps sld improve the process and hang issue.",1,2025-08-06 03:06:53,Lazada
👌,5,2025-08-06 03:05:49,Lazada
ok,5,2025-08-06 02:59:42,Lazada
Great online shopping,5,2025-08-06 02:43:25,Lazada
very good,5,2025-08-06 02:40:08,Lazada
"hello, Hindi kopo maopen Yung account ko Kasi naghahanap ng Gmail kaso Yung Gmail ko Hindi Kona maopen Pero hawak ko naman Yung mobile number ko baket ganon Hindi ko malogin mobile number ko naman gamit ko Dati?",2,2025-08-06 02:22:48,Lazada
thank u thank u,5,2025-08-06 02:15:06,Lazada
good store.,5,2025-08-06 02:08:52,Lazada
Ang daming promo sana mas madami pang promo Ang ipamigay Ng Lazada apps thx you sa mabilis na action,5,2025-08-06 02:03:38,Lazada
good,5,2025-08-06 01:52:38,Lazada
💯,5,2025-08-06 01:44:11,Lazada
Lazada app is one of the most useful for ordering product.,5,2025-08-06 01:08:07,Lazada
fast delivery hope tuloy tuloy lang at ma maintain nila ung fast deliver kaysa sa ibang apps thanks.,5,2025-08-06 00:55:23,Lazada
nice,5,2025-08-06 00:46:54,Lazada
good,3,2025-08-06 00:45:05,Lazada
Very good,4,2025-08-06 00:32:36,Lazada
nice,1,2025-08-06 00:24:59,Lazada
"bobong lazada.AI ang pinaghahandle ng customer service. napakatanga naman. di makaintindi ng concers. tapos yung lex ph, nag poprocrastinate. ayaw mag deliver agad. tinatambak sa facility",1,2025-08-06 00:19:40,Lazada
👍 nice,5,2025-08-05 23:34:15,Lazada
Kulit e pina close nila yon Lazada PayLater kasi exceeded na daw? Di pa nga nagagamit na suspended agad? Lol,1,2025-08-05 23:06:31,Lazada
Great features,5,2025-08-05 22:49:56,Lazada
legit at ok mg order s knila.medyo ingat lang s ibng seller.lge po mgbasa ng reviews at check nyo kung authorized cya.😊🙏,5,2025-08-05 21:06:35,Lazada
mudah dan byk option,5,2025-08-05 20:24:52,Lazada
very setesfying to shopping . just love it lazada,5,2025-08-05 20:01:29,Lazada
nice one,5,2025-08-05 18:48:20,Lazada
giituaja,5,2025-08-05 17:37:41,Lazada
Best shopping app,5,2025-08-05 17:13:23,Lazada
my favorite ecommerce,5,2025-08-05 16:45:11,Lazada
like,5,2025-08-05 16:36:20,Lazada
has flaws on deleting accts. and there are more bogus accts.,3,2025-08-05 16:04:46,Lazada
"unable to change language from thai to english , ICANT GET ONTO MY PC APP AS YOU TELL ME I HAVE SOMETHING WRONG I THINK YOU WILL FIND ITS YOUR SERVICE, IT WAS WORKING THIS MORNING BUT SINCE IVE HAD DELIVERY OF GOOD UNABLE TO GET ONLINE AND THE ITEMS WERE DELIVERED DAMAGED.",1,2025-08-05 16:03:23,Lazada
so good,5,2025-08-05 15:57:56,Lazada
good choices n prompt delivery,5,2025-08-05 15:26:00,Lazada
other platforms lazada still the same the best apps in the Philippines,5,2025-08-05 15:20:54,Lazada
nice,5,2025-08-05 15:15:52,Lazada
try now,5,2025-08-05 15:11:51,Lazada
good item thank you seller,5,2025-08-05 14:41:11,Lazada
fast transaction,5,2025-08-05 14:29:23,Lazada
like it,5,2025-08-05 14:26:28,Lazada
ada cod,4,2025-08-05 14:10:38,Lazada
stupid app. typing text area completed blocked by keypad. dumb ui design,1,2025-08-05 13:51:29,Lazada
great app for shopping,5,2025-08-05 13:23:41,Lazada
Reasonably good,4,2025-08-05 13:03:01,Lazada
nice,5,2025-08-05 12:52:58,Lazada
Very good online shopping experience,5,2025-08-05 12:26:37,Lazada
Nice product,5,2025-08-05 12:20:49,Lazada
very accommodating ❤️,5,2025-08-05 12:04:46,Lazada
maganda ang quality smooth and shine,5,2025-08-05 11:59:45,Lazada
its a good,5,2025-08-05 11:51:25,Lazada
good,5,2025-08-05 11:48:53,Lazada
very good app,5,2025-08-05 11:32:34,Lazada
good,5,2025-08-05 11:31:02,Lazada
still great job.....keep up the good work....,5,2025-08-05 11:27:47,Lazada
really good,3,2025-08-05 11:20:23,Lazada
what a trash system the new system is so trash OC01,2,2025-08-05 11:02:16,Lazada
thankyousomuch😭😭😭,5,2025-08-05 11:01:07,Lazada
good,5,2025-08-05 11:00:10,Lazada
goods lazada😊,5,2025-08-05 10:41:58,Lazada
Good,5,2025-08-05 09:43:36,Lazada
GOOD 🥰😃😊😄😆👌🤟👍💗💓💖,5,2025-08-05 09:40:37,Lazada
ang super slow ng mga delivery rider lang. tapos pag mumukha pa kaming mga tanga👎👎👎,1,2025-08-05 09:33:57,Lazada
best app...,5,2025-08-05 09:31:24,Lazada
lazada is good shop,5,2025-08-05 09:25:50,Lazada
very nice and easy to order,5,2025-08-05 09:15:33,Lazada
love this online shopping app..hasle free and especially they have more lower prices..,5,2025-08-05 08:59:43,Lazada
